sku,product type,price,availability,number of products sold,revenue generated,customer demographics,stock levels,order date,lead times,order quantities,shipping date,shipping times,shipping carriers,shipping costs,supplier name,location,lead time,production volumes,manufacturing lead time,manufacturing costs,inspection results,defect rates,transportation modes,routes,costs
SKU3218,skincare,50.90983598,27,159,8094.663921,Male,0,30-05-2020,15,48,28-06-2020,4,Carrier B,2.703994726,Supplier 3,Chennai,25,456,6,55.64304175,Pending,3.214250826,Rail,Route C,632.4794149
SKU3219,skincare,8.114837839,78,279,2264.039757,Female,3,07-08-2019,6,82,10-08-2019,1,Carrier B,4.061006341,Supplier 1,Bangalore,2,418,20,71.47996594,Pass,1.051706825,Air,Route A,787.0830567
SKU3220,skincare,81.22201345,45,789,64084.16861,Unknown,81,06-08-2020,13,68,08-09-2020,4,Carrier C,6.040019825,Supplier 3,Kolkata,29,776,6,27.65630259,Pass,1.927814222,Road,Route A,801.1128884
SKU3221,cosmetics,82.35321128,85,127,10458.85783,Female,47,21-09-2020,17,81,09-10-2020,9,Carrier C,3.271956838,Supplier 1,Chennai,9,443,16,48.49081093,Fail,0.103060272,Air,Route C,629.1750498
SKU3222,cosmetics,57.49964187,26,479,27542.32845,Non-binary,97,12-04-2016,17,28,28-04-2016,7,Carrier B,7.893850927,Supplier 1,Kolkata,9,184,3,1.718707454,Fail,0.444053505,Air,Route A,330.2721724
SKU3223,haircare,1.571862665,90,149,234.207537,Non-binary,99,22-10-2020,27,63,06-11-2020,3,Carrier B,4.396944036,Supplier 4,Bangalore,12,60,19,57.98155687,Fail,2.971009251,Road,Route A,239.0087101
SKU3224,haircare,75.21263338,83,106,7972.539138,Unknown,73,19-03-2017,15,61,08-04-2017,1,Carrier C,6.849761502,Supplier 4,Chennai,19,841,17,36.08256102,Fail,4.053841206,Air,Route A,795.0661487
SKU3225,skincare,13.14770242,56,326,4286.15099,Non-binary,75,19-06-2019,19,97,04-07-2019,7,Carrier B,7.853210605,Supplier 3,Bangalore,8,542,7,83.77323746,Pass,1.111893061,Rail,Route B,895.1938672
SKU3226,cosmetics,68.39589476,63,742,50749.75391,Male,66,02-10-2016,20,90,30-10-2016,7,Carrier A,3.519839718,Supplier 2,Mumbai,21,927,10,66.48948859,Pending,0.66113088,Sea,Route A,93.56705098
SKU3227,cosmetics,6.151410645,12,643,3955.357045,Female,85,06-12-2017,1,29,13-12-2017,6,Carrier A,9.1788144,Supplier 2,Bangalore,1,296,12,32.6665039,Pending,1.967651816,Road,Route A,403.0088055
SKU3228,cosmetics,96.75772228,90,488,47217.76847,Non-binary,51,14-09-2020,27,79,15-10-2020,9,Carrier A,6.457987093,Supplier 1,Bangalore,22,168,14,60.15203138,Pending,2.976063763,Rail,Route B,649.5400004
SKU3229,haircare,39.92870551,69,152,6069.163238,Male,91,24-05-2020,12,54,14-06-2020,3,Carrier C,2.108261624,Supplier 4,Kolkata,18,940,23,76.27662117,Pending,3.893927768,Road,Route B,456.7938153
SKU3230,haircare,75.35826391,6,780,58779.44585,Unknown,49,03-07-2018,5,4,05-08-2018,5,Carrier B,3.668807094,Supplier 3,Delhi,28,657,1,20.82956821,Pending,2.342990538,Rail,Route B,260.8397914
SKU3231,cosmetics,14.74241221,95,633,9331.94693,Female,39,22-11-2019,23,87,22-12-2019,10,Carrier A,6.461084328,Supplier 2,Delhi,20,271,24,47.65070084,Fail,4.522667743,Rail,Route B,532.8682703
SKU3232,skincare,97.14699688,36,554,53819.43627,Female,64,04-04-2020,20,34,29-04-2020,8,Carrier B,5.457359557,Supplier 4,Chennai,17,942,10,99.24952152,Fail,0.046243004,Sea,Route A,285.0743054
SKU3233,haircare,64.8397162,87,659,42729.37297,Unknown,67,14-01-2017,23,9,11-02-2017,8,Carrier B,4.602153652,Supplier 1,Bangalore,20,416,8,92.61133961,Fail,0.808898404,Road,Route A,698.0077253
SKU3234,cosmetics,79.22586422,91,266,21074.07988,Unknown,96,01-04-2020,3,37,19-04-2020,7,Carrier C,6.576862438,Supplier 2,Mumbai,11,790,14,20.86454318,Pass,1.948610515,Sea,Route C,343.6472735
SKU3235,haircare,70.2699688,81,670,47080.87909,Unknown,68,15-09-2019,23,5,14-10-2019,8,Carrier B,5.122453461,Supplier 1,Bangalore,21,446,4,89.22492493,Fail,0.798180507,Road,Route A,633.1976072
SKU3236,haircare,26.74055097,66,147,3930.860992,Male,109,02-05-2020,6,54,23-05-2020,1,Carrier A,4.711624686,Supplier 5,Bangalore,20,700,25,13.37365965,Pending,1.947751092,Road,Route A,725.9203559
SKU3237,skincare,49.26227788,103,157,7734.177627,Female,31,11-01-2017,28,57,11-02-2017,4,Carrier C,7.189163941,Supplier 5,Bangalore,27,221,10,96.86383755,Fail,5.017706591,Road,Route A,611.4995851
SKU3238,cosmetics,78.94978549,44,365,28816.6717,Male,9,13-12-2020,25,64,29-12-2020,5,Carrier B,1.432907869,Supplier 4,Chennai,11,476,7,43.15260621,Fail,4.626267942,Road,Route A,922.7782334
SKU3239,haircare,70.57452543,20,622,43897.35482,Unknown,58,20-03-2020,10,55,24-04-2020,6,Carrier B,1.289147166,Supplier 2,Chennai,29,933,3,38.45470535,Fail,0.321473439,Rail,Route B,204.9140036
SKU3240,haircare,65.40236716,24,241,15761.97049,Male,32,25-05-2020,3,19,27-06-2020,10,Carrier A,6.962227408,Supplier 2,Bangalore,23,951,21,64.88008703,Pending,2.274863529,Rail,Route A,952.0088921
SKU3241,cosmetics,80.85286061,24,95,7681.021758,Unknown,107,25-07-2018,24,7,28-08-2018,6,Carrier C,2.632195644,Supplier 5,Delhi,28,188,30,14.86169788,Pass,2.735186188,Rail,Route A,325.0640126
SKU3242,haircare,38.80033277,21,611,23707.00332,Unknown,18,02-06-2020,12,41,27-06-2020,8,Carrier C,4.686364547,Supplier 2,Kolkata,17,414,15,26.86750909,Pending,2.430209723,Sea,Route A,640.6972671
SKU3243,cosmetics,6.30557337,16,641,4041.87253,Female,78,01-09-2018,2,23,10-09-2018,6,Carrier A,8.57672889,Supplier 2,Bangalore,3,258,11,29.75322382,Pending,2.282667936,Road,Route A,421.9640042
SKU3244,haircare,50.0047925,62,218,10901.04477,Unknown,2,07-07-2016,19,56,31-07-2016,1,Carrier B,9.164515018,Supplier 2,Delhi,23,632,23,62.76999201,Pending,2.356219733,Rail,Route A,479.1838747
SKU3245,cosmetics,86.66777051,86,126,10920.13908,Female,53,15-11-2019,15,88,02-12-2019,9,Carrier C,3.302749264,Supplier 1,Chennai,8,479,17,45.41528709,Fail,0.096972092,Air,Route C,677.2543227
SKU3246,cosmetics,41.24802827,64,436,17984.14032,Female,88,05-05-2016,17,11,27-05-2016,1,Carrier B,2.29717219,Supplier 4,Bangalore,21,565,2,92.67429206,Fail,0.365771194,Road,Route C,789.7624013
SKU3247,skincare,61.82838463,33,981,60653.64532,Unknown,5,05-06-2016,28,84,04-07-2016,1,Carrier A,7.16228546,Supplier 2,Chennai,28,973,20,51.54557673,Pending,3.84092055,Rail,Route B,1000.326912
SKU3248,haircare,7.351990168,7,318,2337.932873,Male,65,23-08-2020,26,39,28-09-2020,7,Carrier B,9.1960439,Supplier 4,Kolkata,29,830,29,55.5499326,Pending,0.99987653,Road,Route C,955.4809392
SKU3249,haircare,3.32690675,61,67,222.9027523,Male,52,07-01-2018,18,8,26-01-2018,9,Carrier A,8.406632825,Supplier 4,Mumbai,10,534,11,64.03751769,Fail,3.282213685,Road,Route A,586.4725356
SKU3250,cosmetics,25.07895704,26,332,8326.213737,Non-binary,71,28-08-2016,1,35,29-09-2016,3,Carrier C,5.725668118,Supplier 3,Mumbai,29,655,29,19.22279691,Pending,3.953804109,Road,Route A,186.5355081
SKU3251,cosmetics,23.52888519,26,318,7482.18549,Non-binary,77,07-04-2019,3,27,09-05-2019,3,Carrier C,5.886769005,Supplier 3,Mumbai,29,672,30,19.36930819,Pending,4.238807226,Road,Route A,193.5401896
SKU3252,haircare,77.14021282,17,708,54615.27068,Male,105,15-10-2017,9,11,16-11-2017,5,Carrier A,5.459213495,Supplier 2,Delhi,27,959,3,29.6759269,Fail,4.746418414,Sea,Route B,341.3983513
SKU3253,skincare,86.39831931,46,771,66613.10419,Unknown,79,30-09-2017,14,66,02-11-2017,4,Carrier C,6.982596923,Supplier 3,Kolkata,29,691,5,28.35070278,Pass,2.075886198,Road,Route A,804.3606451
SKU3254,skincare,17.05303851,12,379,6463.101597,Female,36,14-11-2017,28,76,22-12-2017,8,Carrier C,3.968758163,Supplier 4,Mumbai,30,925,23,93.04361765,Fail,2.635702889,Rail,Route A,392.0578316
SKU3255,cosmetics,91.77852046,14,141,12940.77139,Unknown,89,10-08-2019,2,32,08-09-2019,8,Carrier B,9.376715588,Supplier 1,Kolkata,21,419,14,48.31051308,Pending,2.091930961,Rail,Route B,565.7705379
SKU3256,skincare,16.00387005,11,373,5969.443527,Female,43,25-04-2018,27,74,30-05-2018,8,Carrier C,4.210101248,Supplier 4,Mumbai,27,932,22,93.46143634,Fail,2.896832969,Rail,Route A,400.8470288
SKU3257,skincare,14.31906264,16,991,14190.19107,Non-binary,46,11-12-2018,15,79,29-12-2018,2,Carrier C,8.615581931,Supplier 5,Kolkata,16,839,5,91.31945119,Pass,1.761850306,Road,Route B,782.1395872
SKU3258,skincare,17.08655618,10,334,5706.909764,Unknown,51,29-10-2016,19,67,05-11-2016,1,Carrier A,5.042192601,Supplier 2,Mumbai,6,945,27,4.553503667,Pending,4.14478023,Road,Route C,573.4368337
SKU3259,skincare,42.88622719,101,147,6304.275397,Female,24,21-05-2018,27,54,18-06-2018,4,Carrier C,6.822830211,Supplier 5,Bangalore,24,163,6,98.10030697,Fail,4.476751725,Road,Route A,610.3065555
SKU3260,cosmetics,92.7334916,39,352,32642.18904,Unknown,55,14-05-2020,11,65,18-06-2020,8,Carrier C,8.083891824,Supplier 5,Mumbai,27,262,2,10.69619984,Fail,3.056888624,Sea,Route B,694.167193
SKU3261,haircare,71.36033868,69,672,47954.14759,Unknown,7,25-04-2020,14,26,23-05-2020,9,Carrier B,8.655481116,Supplier 4,Mumbai,19,403,23,55.52161823,Pending,1.295159852,Air,Route A,764.6407254
SKU3262,skincare,69.04433533,37,975,67318.22695,Unknown,13,22-06-2017,25,79,24-07-2017,1,Carrier A,6.836487603,Supplier 2,Chennai,31,1002,21,50.34036024,Pending,4.033437677,Rail,Route B,1016.403802
SKU3263,cosmetics,74.12245967,84,133,9858.287137,Female,35,24-02-2018,19,89,11-03-2018,9,Carrier C,3.819796197,Supplier 1,Chennai,6,408,19,51.86715876,Fail,0.10792543,Air,Route C,686.9932127
SKU3264,skincare,56.5035493,78,901,50909.69792,Non-binary,9,22-12-2016,7,48,17-01-2017,7,Carrier A,4.733645842,Supplier 3,Delhi,19,412,4,59.91925929,Fail,1.877654587,Road,Route B,105.4008883
SKU3265,skincare,18.76489183,38,907,17019.75689,Female,47,07-07-2018,1,32,13-08-2018,7,Carrier B,1.353685836,Supplier 5,Chennai,30,568,12,5.429856159,Pending,3.031333305,Rail,Route A,942.8141972
SKU3266,skincare,20.0822949,91,83,1666.830477,Non-binary,26,17-02-2018,25,78,17-03-2018,5,Carrier C,1.879039702,Supplier 1,Mumbai,23,789,26,11.98638583,Pass,1.155550556,Air,Route B,886.1461763
SKU3267,skincare,17.32985805,28,177,3067.384875,Female,78,04-08-2020,28,38,08-09-2020,3,Carrier A,5.637528211,Supplier 2,Kolkata,32,744,9,9.23593432,Fail,1.489207766,Air,Route B,711.1568399
SKU3268,haircare,66.61603693,6,777,51760.66069,Unknown,45,24-04-2018,5,13,29-05-2018,5,Carrier B,3.918263256,Supplier 3,Delhi,30,698,2,19.78124574,Pending,2.504553602,Rail,Route B,292.7493041
SKU3269,cosmetics,13.17712236,95,632,8327.941335,Female,41,20-12-2018,23,81,17-01-2019,10,Carrier A,6.202156019,Supplier 2,Delhi,18,351,19,44.49902083,Fail,5.149094859,Rail,Route B,514.0581909
SKU3270,haircare,4.519168577,32,200,903.8337154,Male,9,16-04-2018,25,1,23-05-2018,8,Carrier C,8.857405687,Supplier 2,Bangalore,29,453,6,39.17482209,Pending,3.921635059,Air,Route A,822.9130406
SKU3271,cosmetics,78.21810061,82,15,1173.271509,Female,6,12-12-2016,16,62,19-12-2016,2,Carrier C,7.649916825,Supplier 5,Chennai,5,216,3,66.68809829,Fail,1.433381684,Road,Route B,795.5247061
SKU3272,cosmetics,40.98552557,63,428,17541.80494,Female,94,24-02-2020,18,12,16-03-2020,1,Carrier B,2.52281313,Supplier 4,Bangalore,20,587,1,100.907245,Fail,0.437284968,Road,Route C,868.6020751
SKU3273,haircare,10.98977979,29,13,142.8671373,Unknown,4,07-01-2019,9,85,22-01-2019,2,Carrier B,7.972342448,Supplier 1,Mumbai,13,1001,29,32.94811935,Pending,4.902184584,Air,Route C,147.9829997
SKU3274,haircare,85.17800411,60,667,56813.72874,Unknown,17,01-10-2018,16,24,27-10-2018,9,Carrier B,8.794861152,Supplier 4,Mumbai,17,402,28,64.20678185,Pending,1.206507742,Air,Route A,738.836499
SKU3275,skincare,37.43796243,95,598,22387.90153,Unknown,1,18-12-2018,24,25,29-12-2018,7,Carrier A,1.081789017,Supplier 1,Chennai,4,452,11,11.46878527,Pass,0.621919124,Road,Route B,487.4388249
SKU3276,skincare,16.57431378,14,987,16358.8477,Non-binary,50,02-01-2017,13,77,22-01-2017,2,Carrier C,8.761545127,Supplier 5,Kolkata,18,783,5,87.9659701,Pass,1.802966799,Road,Route B,851.7326174
SKU3277,skincare,51.50494667,99,179,9219.385453,Unknown,46,28-03-2020,11,95,21-04-2020,3,Carrier A,4.474405103,Supplier 4,Chennai,21,676,15,76.8014544,Fail,3.658053013,Road,Route C,519.3968824
SKU3278,cosmetics,97.87273414,88,479,46881.03965,Non-binary,48,14-02-2019,30,79,18-03-2019,9,Carrier A,6.74866636,Supplier 1,Bangalore,23,167,11,51.63650601,Pending,3.174821216,Rail,Route B,665.7936303
SKU3279,haircare,69.27584531,32,22,1524.068597,Non-binary,28,17-04-2019,17,12,28-04-2019,3,Carrier C,7.484616269,Supplier 2,Mumbai,8,96,19,24.02055329,Fail,1.748849667,Rail,Route B,696.0710643
SKU3280,skincare,88.49212255,10,126,11150.00744,Female,70,31-08-2019,25,80,23-09-2019,6,Carrier C,4.53196002,Supplier 1,Delhi,17,319,4,7.990271519,Fail,0.146722669,Air,Route C,780.6995078
SKU3281,cosmetics,51.42874115,43,286,14708.61997,Male,93,02-01-2016,23,8,15-01-2016,8,Carrier B,4.445436091,Supplier 2,Mumbai,5,645,31,58.6577613,Pass,0.328177153,Rail,Route B,233.7504085
SKU3282,skincare,79.56712739,38,779,61982.79224,Unknown,91,22-08-2016,13,69,24-09-2016,4,Carrier C,6.973597631,Supplier 3,Kolkata,29,721,6,30.45515938,Pass,2.010323199,Road,Route A,837.2321867
SKU3283,cosmetics,104.6418101,7,128,13394.15169,Unknown,82,13-12-2018,3,32,12-01-2019,8,Carrier B,9.823851586,Supplier 1,Kolkata,22,379,8,47.62624011,Pending,2.000136313,Rail,Route B,478.1831963
SKU3284,haircare,53.02674744,51,188,9969.028518,Non-binary,23,01-05-2020,26,24,08-05-2020,1,Carrier B,6.087607398,Supplier 3,Bangalore,6,256,15,54.0221565,Pending,0.16472256,Air,Route C,384.293587
SKU3285,haircare,30.04376551,56,879,26408.46989,Unknown,78,31-03-2018,2,68,01-05-2018,10,Carrier A,9.262183687,Supplier 4,Kolkata,21,767,28,48.86931408,Fail,2.541495354,Rail,Route C,204.9701892
SKU3286,skincare,7.36044007,77,288,2119.80674,Female,0,12-04-2017,6,82,14-04-2017,1,Carrier B,3.780901822,Supplier 1,Bangalore,1,406,20,80.14476428,Pass,1.038582226,Air,Route A,885.7256258
SKU3287,cosmetics,69.45011936,65,622,43197.97424,Non-binary,14,22-08-2020,16,91,02-09-2020,9,Carrier C,4.63405447,Supplier 5,Chennai,2,245,21,24.04124344,Fail,3.656424533,Sea,Route A,386.4922576
SKU3288,skincare,14.48381862,93,739,10703.54196,Female,51,10-01-2016,31,33,05-02-2016,2,Carrier A,9.668472459,Supplier 3,Mumbai,24,555,27,36.75912816,Pending,4.650678627,Road,Route B,503.0367653
SKU3289,cosmetics,3.10020868,100,991,3072.306802,Unknown,84,08-10-2016,25,77,27-10-2016,9,Carrier B,6.568566893,Supplier 2,Delhi,10,876,14,54.58889352,Pass,1.603001294,Rail,Route B,836.4326395
SKU3290,cosmetics,63.11406167,65,614,38752.03387,Non-binary,13,28-10-2019,17,90,07-11-2019,9,Carrier C,4.744737807,Supplier 5,Chennai,1,301,20,23.91430716,Fail,3.250325749,Sea,Route A,362.3869055
SKU3291,haircare,49.62241572,25,111,5508.088145,Unknown,42,19-03-2020,22,37,08-04-2020,7,Carrier C,8.884920399,Supplier 4,Kolkata,13,521,9,71.351339,Fail,4.062717642,Air,Route A,160.7202554
SKU3292,cosmetics,72.29950162,53,733,52995.53469,Male,50,07-11-2018,17,82,03-12-2018,7,Carrier A,3.633177241,Supplier 2,Mumbai,19,928,14,61.48187578,Pending,0.705158209,Sea,Route A,99.49925027
SKU3293,cosmetics,48.60546259,29,915,44473.99827,Female,7,01-04-2016,21,70,12-04-2016,6,Carrier C,7.001380341,Supplier 2,Delhi,5,813,16,21.57316265,Fail,2.736895796,Rail,Route A,584.9792842
SKU3294,skincare,106.0562971,30,569,60346.03305,Non-binary,58,13-07-2019,27,83,13-08-2019,5,Carrier B,2.045499913,Supplier 1,Kolkata,26,519,12,6.12950634,Pending,0.109811585,Air,Route B,999.9832673
SKU3295,skincare,21.43350836,44,905,19397.32506,Female,51,03-07-2017,1,28,09-08-2017,7,Carrier B,1.352517036,Supplier 5,Chennai,30,613,6,5.535892019,Pending,3.101062573,Rail,Route A,862.1425769
SKU3296,skincare,24.32109747,1,954,23202.32699,Female,34,26-04-2017,10,21,30-05-2017,9,Carrier A,1.510852087,Supplier 3,Kolkata,25,840,15,33.02140673,Pending,2.388174481,Sea,Route A,188.5638233
SKU3297,skincare,35.85928846,67,448,16064.96123,Male,62,26-09-2017,24,55,18-10-2017,8,Carrier C,7.145329671,Supplier 5,Kolkata,14,395,23,1.629746269,Fail,4.924813905,Rail,Route C,550.6652352
SKU3298,haircare,59.66252501,14,369,22015.47173,Unknown,88,04-12-2018,26,52,01-01-2019,4,Carrier B,6.90291025,Supplier 1,Kolkata,24,344,2,41.29588282,Pass,3.000927389,Road,Route B,800.0915422
SKU3299,cosmetics,2.617186832,16,399,1044.257546,Female,46,22-06-2018,14,26,09-07-2018,4,Carrier B,9.924495382,Supplier 1,Mumbai,13,184,6,59.39313302,Fail,0.754116113,Air,Route A,120.3553286
SKU3300,haircare,28.41155167,64,156,4432.202061,Male,97,11-06-2019,2,57,30-06-2019,1,Carrier A,5.215401983,Supplier 5,Bangalore,18,686,27,14.63123446,Pending,1.728780229,Road,Route A,629.6062107
SKU3301,skincare,62.30443894,80,894,55700.16841,Non-binary,7,01-05-2019,5,41,27-05-2019,7,Carrier A,5.18809448,Supplier 3,Delhi,19,350,5,62.17310944,Fail,1.654381856,Road,Route B,120.8125083
SKU3302,haircare,26.06130734,57,891,23220.62484,Unknown,74,03-11-2017,2,61,04-12-2017,10,Carrier A,8.638622751,Supplier 4,Kolkata,21,764,28,46.69489777,Fail,2.503520388,Rail,Route C,189.3479921
SKU3303,cosmetics,57.32941019,8,261,14962.97606,Female,48,28-09-2018,3,65,20-10-2018,7,Carrier B,8.396633598,Supplier 1,Kolkata,15,352,8,39.88823798,Pass,3.607934658,Road,Route B,799.5077462
SKU3304,haircare,71.34090635,24,22,1569.49994,Non-binary,32,30-05-2019,14,8,12-06-2019,3,Carrier C,7.352040144,Supplier 2,Mumbai,10,144,21,21.55979433,Fail,1.583726712,Rail,Route B,792.0058995
SKU3305,skincare,31.23122826,90,246,7682.882152,Male,93,16-08-2018,27,58,20-08-2018,3,Carrier B,1.018212851,Supplier 1,Delhi,1,630,15,88.76813848,Pending,1.549787967,Air,Route B,790.658804
SKU3306,haircare,63.96761662,58,805,51493.93138,Non-binary,57,13-06-2017,6,101,18-07-2017,4,Carrier B,3.241982848,Supplier 3,Mumbai,31,244,31,43.51257419,Pending,0.243585501,Road,Route B,182.2461542
SKU3307,haircare,69.14486109,84,114,7882.514165,Unknown,55,05-11-2016,19,61,28-11-2016,1,Carrier C,7.224554112,Supplier 4,Chennai,22,862,17,35.87514114,Fail,3.769741037,Air,Route A,786.1988256
SKU3308,skincare,74.89882835,41,787,58945.37791,Unknown,89,17-05-2018,13,61,20-06-2018,4,Carrier C,6.692978215,Supplier 3,Kolkata,30,712,6,30.1021301,Pass,2.033996662,Road,Route A,788.7685317
SKU3309,cosmetics,5.833092428,14,645,3762.344616,Female,74,14-03-2019,1,22,21-03-2019,6,Carrier A,8.828672187,Supplier 2,Bangalore,1,218,8,31.64087763,Pending,2.219421317,Road,Route A,419.6644995
SKU3310,haircare,73.5908464,29,25,1839.77116,Non-binary,21,06-05-2016,17,13,20-05-2016,3,Carrier C,7.215396944,Supplier 2,Mumbai,11,93,19,23.47205178,Fail,1.531848333,Rail,Route B,808.9304356
SKU3311,haircare,46.12197981,62,221,10192.95754,Unknown,0,27-06-2017,20,56,20-07-2017,1,Carrier B,8.479908541,Supplier 2,Delhi,22,622,25,69.34407523,Pending,2.638004687,Rail,Route A,495.8127445
SKU3312,skincare,9.07973926,36,961,8725.629429,Female,15,21-01-2016,25,24,17-02-2016,3,Carrier B,1.90966708,Supplier 2,Delhi,24,654,22,42.85040544,Fail,3.721271219,Air,Route C,430.9083876
SKU3313,cosmetics,91.23710621,56,606,55289.68636,Unknown,78,05-12-2016,25,11,31-12-2016,6,Carrier B,5.693936948,Supplier 5,Chennai,20,819,5,64.94741111,Pending,0.018894009,Air,Route C,562.6959497
SKU3314,skincare,16.59831691,11,336,5577.034481,Unknown,51,12-07-2018,20,68,20-07-2018,1,Carrier A,5.135014295,Supplier 2,Mumbai,7,1002,27,4.426664232,Pending,3.782578498,Road,Route C,622.9139194
SKU3315,skincare,81.2677157,98,934,75904.04646,Female,91,29-11-2019,20,43,25-12-2019,8,Carrier C,7.651863775,Supplier 1,Kolkata,18,814,4,88.86912399,Pending,3.992746647,Road,Route A,511.4560787
SKU3316,haircare,33.57175042,13,628,21083.05927,Non-binary,23,30-08-2018,22,65,27-09-2018,3,Carrier B,4.380658417,Supplier 1,Kolkata,25,500,31,31.98834292,Pass,2.36561554,Road,Route B,829.3347229
SKU3317,skincare,29.52480665,91,244,7204.052824,Male,88,29-10-2016,24,53,04-11-2016,3,Carrier B,1.050508203,Supplier 1,Delhi,3,660,14,90.74641423,Pending,1.455132065,Air,Route B,807.4370183
SKU3318,skincare,4.484274628,30,875,3923.7403,Non-binary,13,10-06-2019,1,57,23-06-2019,8,Carrier A,3.871439456,Supplier 1,Delhi,5,423,3,95.42245252,Fail,3.243150867,Air,Route A,944.0738012
SKU3319,haircare,29.45594433,78,867,25538.30373,Non-binary,82,09-01-2018,30,3,03-02-2018,8,Carrier B,4.004280647,Supplier 3,Chennai,17,881,21,73.19111052,Pending,3.7350881,Road,Route B,364.8824067
SKU3320,skincare,103.9599318,40,556,57801.72206,Female,64,14-03-2017,20,36,07-04-2017,8,Carrier B,6.047040141,Supplier 4,Chennai,16,842,7,100.0523267,Fail,0.045837746,Sea,Route A,251.5078832
SKU3321,skincare,18.91636325,28,170,3215.781752,Female,81,26-03-2016,31,37,26-04-2016,3,Carrier A,5.517237147,Supplier 2,Kolkata,28,803,5,9.418399977,Fail,1.369282232,Air,Route B,682.730198
SKU3322,skincare,20.73017532,28,173,3586.32033,Female,75,03-07-2020,29,38,05-08-2020,3,Carrier A,5.620512009,Supplier 2,Kolkata,30,816,8,9.355338258,Fail,1.586829438,Air,Route B,641.1146575
SKU3323,haircare,68.81199904,11,773,53191.67526,Unknown,58,20-11-2016,5,7,25-12-2016,5,Carrier B,4.040993741,Supplier 3,Delhi,30,652,2,17.93566923,Pending,2.510822155,Rail,Route B,298.8333692
SKU3324,skincare,10.33833269,36,968,10007.50605,Female,19,10-11-2019,23,30,10-12-2019,3,Carrier B,2.114450449,Supplier 2,Delhi,27,715,20,42.23175913,Fail,3.564498034,Air,Route C,435.9009224
SKU3325,cosmetics,2.304944571,16,402,926.5877176,Female,38,01-10-2019,17,26,19-10-2019,4,Carrier B,10.40629519,Supplier 1,Mumbai,14,169,6,60.72958826,Fail,0.891144499,Air,Route A,126.6843068
SKU3326,skincare,24.22598145,6,969,23474.97602,Female,20,21-01-2018,8,23,22-02-2018,9,Carrier A,1.660820597,Supplier 3,Kolkata,23,914,12,37.13998859,Pending,2.643970403,Sea,Route A,190.0747556
SKU3327,haircare,90.92768654,7,362,32915.82253,Male,51,30-12-2017,17,44,29-01-2018,4,Carrier B,7.135392823,Supplier 2,Bangalore,26,193,3,14.65689924,Pass,2.066463781,Rail,Route A,624.4657656
SKU3328,cosmetics,62.20942332,85,908,56486.15637,Male,93,08-06-2018,21,87,20-06-2018,7,Carrier B,7.457317808,Supplier 4,Delhi,5,235,28,38.90051382,Pending,0.585668062,Rail,Route B,1000.343467
SKU3329,skincare,83.93059637,99,937,78642.9688,Female,89,02-08-2016,21,36,28-08-2016,8,Carrier C,7.030001827,Supplier 1,Kolkata,18,769,1,84.43945425,Pending,3.851044192,Road,Route A,524.5764668
SKU3330,haircare,53.4831433,19,107,5722.696333,Unknown,28,20-08-2018,24,37,10-09-2018,7,Carrier C,9.235220037,Supplier 4,Kolkata,14,504,10,80.94083517,Fail,4.487656527,Air,Route A,149.8426907
SKU3331,cosmetics,3.208589415,100,996,3195.755057,Unknown,75,29-06-2019,24,77,19-07-2019,9,Carrier B,6.435739046,Supplier 2,Delhi,11,898,14,63.24345649,Pass,1.434855946,Rail,Route B,892.3695376
SKU3332,haircare,42.73191903,74,148,6324.324016,Male,72,30-08-2017,10,57,23-09-2017,3,Carrier C,2.158988006,Supplier 4,Kolkata,21,943,23,80.31203371,Pending,3.998332854,Road,Route B,459.9265333
SKU3333,skincare,55.07388936,97,177,9748.078417,Unknown,57,20-08-2019,10,90,10-09-2019,3,Carrier A,4.299929096,Supplier 4,Chennai,18,697,19,83.70949317,Fail,3.484310271,Road,Route C,494.3224973
SKU3334,haircare,8.399667654,5,323,2713.092652,Male,69,19-04-2016,26,39,23-05-2016,7,Carrier B,9.028570693,Supplier 4,Kolkata,27,785,28,55.52978694,Pending,0.894124391,Road,Route C,869.9552349
SKU3335,haircare,38.07444601,29,154,5863.464685,Non-binary,4,15-08-2018,6,60,24-08-2018,8,Carrier B,1.171567905,Supplier 2,Bangalore,1,365,17,88.54636672,Fail,2.046238807,Rail,Route A,296.7699618
SKU3336,haircare,3.255787241,62,901,2933.464304,Female,48,22-06-2016,8,3,30-06-2016,5,Carrier A,5.383897695,Supplier 4,Delhi,3,950,6,87.97094994,Fail,0.425649346,Rail,Route A,329.3293857
SKU3337,skincare,84.99888668,102,933,79303.96127,Female,83,17-05-2019,20,37,14-06-2019,8,Carrier C,7.948203571,Supplier 1,Kolkata,20,790,2,84.63792808,Pending,3.816868439,Road,Route A,560.5087447
SKU3338,haircare,73.01963441,18,699,51040.72445,Male,106,01-12-2016,11,7,04-01-2017,5,Carrier A,4.570729961,Supplier 2,Delhi,29,965,6,28.26176299,Fail,4.982223958,Sea,Route B,339.2844615
SKU3339,skincare,13.07978714,59,246,3217.627636,Non-binary,47,21-02-2020,19,14,14-03-2020,4,Carrier A,2.29983034,Supplier 3,Bangalore,18,688,10,21.70074291,Pending,3.660556043,Sea,Route A,685.18044
